8.989425897598266602e-01 1.010573878884315491e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.817101716995239258e-01 1.182898059487342834e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.727867603302001953e-01 1.272132098674774170e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.989425897598266602e-01 1.010573878884315491e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.718516230583190918e-01 1.281483918428421021e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.718516230583190918e-01 1.281483918428421021e-01
8.718516230583190918e-01 1.281483918428421021e-01
8.983438014984130859e-01 1.016561836004257202e-01
8.983438014984130859e-01 1.016561836004257202e-01
7.831425666809082031e-01 2.168574482202529907e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.213967680931091309e-01 1.786032617092132568e-01
7.832557559013366699e-01 2.167442739009857178e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.213967680931091309e-01 1.786032617092132568e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.716695308685302734e-01 1.283304393291473389e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.213967680931091309e-01 1.786032617092132568e-01
7.832557559013366699e-01 2.167442739009857178e-01
8.983306884765625000e-01 1.016693115234375000e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.999848365783691406e-01 1.000151485204696655e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.741657137870788574e-01 1.258343011140823364e-01
8.992232084274291992e-01 1.007767915725708008e-01
8.992232084274291992e-01 1.007767915725708008e-01
8.731574416160583496e-01 1.268425434827804565e-01
8.992232084274291992e-01 1.007767915725708008e-01
8.731574416160583496e-01 1.268425434827804565e-01
8.992232084274291992e-01 1.007767915725708008e-01
8.992232084274291992e-01 1.007767915725708008e-01
8.223259449005126953e-01 1.776740401983261108e-01
8.992232084274291992e-01 1.007767915725708008e-01
7.846032381057739258e-01 2.153967469930648804e-01
8.731574416160583496e-01 1.268425434827804565e-01
8.731574416160583496e-01 1.268425434827804565e-01
8.731574416160583496e-01 1.268425434827804565e-01
8.925321102142333984e-01 1.074679121375083923e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.580397963523864746e-01 1.419601738452911377e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.147257566452026367e-01 1.852742731571197510e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.453965187072753906e-01 1.546034961938858032e-01
7.768009901046752930e-01 2.231990098953247070e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.580397963523864746e-01 1.419601738452911377e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.925321102142333984e-01 1.074679121375083923e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.453965187072753906e-01 1.546034961938858032e-01
8.988283276557922363e-01 1.011716499924659729e-01
8.727122545242309570e-01 1.272877454757690430e-01
8.727122545242309570e-01 1.272877454757690430e-01
8.988283276557922363e-01 1.011716499924659729e-01
